"Label (Grouping)","Total"
"    ZCTA5 49644","1,891"
"ZCTA5 49645",""
"    ZCTA5 49645","1,742"
"ZCTA5 49646",""
"    ZCTA5 49646","8,582"
"ZCTA5 49648",""
"    ZCTA5 49648","2,362"
"ZCTA5 49649",""
"    ZCTA5 49649","6,919"
"ZCTA5 49650",""
"    ZCTA5 49650","3,215"
"ZCTA5 49651",""
"    ZCTA5 49651","7,881"
"ZCTA5 49653",""
"    ZCTA5 49653","2,020"
"ZCTA5 49654",""
"    ZCTA5 49654","689"
"ZCTA5 49655",""
"    ZCTA5 49655","3,180"
"ZCTA5 49656",""
"    ZCTA5 49656","1,535"
"ZCTA5 49657",""
"    ZCTA5 49657","3,607"
"ZCTA5 49659",""
"    ZCTA5 49659","6,670"
"ZCTA5 49660",""
"    ZCTA5 49660","14,134"
"ZCTA5 49663",""
"    ZCTA5 49663","6,199"
"ZCTA5 49664",""
"    ZCTA5 49664","2,139"
"ZCTA5 49665",""
"    ZCTA5 49665","4,169"
"ZCTA5 49667",""
"    ZCTA5 49667","546"
"ZCTA5 49668",""
"    ZCTA5 49668","3,758"
"ZCTA5 49670",""
"    ZCTA5 49670","1,819"
"ZCTA5 49674",""
"    ZCTA5 49674","184"
"ZCTA5 49675",""
"    ZCTA5 49675","964"
"ZCTA5 49676",""
"    ZCTA5 49676","3,527"
"ZCTA5 49677",""
"    ZCTA5 49677","6,787"
"ZCTA5 49679",""
"    ZCTA5 49679","1,458"
"ZCTA5 49680",""
"    ZCTA5 49680","1,949"
"ZCTA5 49682",""
"    ZCTA5 49682","4,272"
"ZCTA5 49683",""
"    ZCTA5 49683","2,114"
"ZCTA5 49684",""
"    ZCTA5 49684","22,025"
"ZCTA5 49685",""
"    ZCTA5 49685","20,856"
"ZCTA5 49686",""
"    ZCTA5 49686","25,859"
"ZCTA5 49688",""
"    ZCTA5 49688","2,685"
"ZCTA5 49689",""
"    ZCTA5 49689","1,540"
"ZCTA5 49690",""
"    ZCTA5 49690","6,494"
"ZCTA5 49696",""
"    ZCTA5 49696","9,528"
"ZCTA5 49701",""
"    ZCTA5 49701","1,050"
"ZCTA5 49705",""
"    ZCTA5 49705","823"
"ZCTA5 49706",""
"    ZCTA5 49706","5,062"
"ZCTA5 49707",""
"    ZCTA5 49707","22,243"
"ZCTA5 49709",""
"    ZCTA5 49709","3,407"
"ZCTA5 49710",""
"    ZCTA5 49710","368"
"ZCTA5 49712",""
"    ZCTA5 49712","8,113"
"ZCTA5 49713",""
"    ZCTA5 49713","2,135"
"ZCTA5 49715",""
"    ZCTA5 49715","3,117"
"ZCTA5 49716",""
"    ZCTA5 49716","775"
"ZCTA5 49717",""
"    ZCTA5 49717","170"
"ZCTA5 49718",""
"    ZCTA5 49718","691"
"ZCTA5 49719",""
"    ZCTA5 49719","1,305"
"ZCTA5 49720",""
"    ZCTA5 49720","9,127"
"ZCTA5 49721",""
"    ZCTA5 49721","14,058"
"ZCTA5 49722",""
"    ZCTA5 49722","93"
"ZCTA5 49724",""
"    ZCTA5 49724","1,173"
"ZCTA5 49725",""
"    ZCTA5 49725","640"
"ZCTA5 49726",""
"    ZCTA5 49726","973"
"ZCTA5 49727",""
"    ZCTA5 49727","6,887"
"ZCTA5 49728",""
"    ZCTA5 49728","293"
"ZCTA5 49729",""
"    ZCTA5 49729","1,527"
"ZCTA5 49730",""
"    ZCTA5 49730","2,248"
"ZCTA5 49733",""
"    ZCTA5 49733","1,722"
"ZCTA5 49735",""
"    ZCTA5 49735","20,568"
"ZCTA5 49736",""
"    ZCTA5 49736","557"
"ZCTA5 49738",""
"    ZCTA5 49738","9,498"
"ZCTA5 49740",""
"    ZCTA5 49740","7,511"
"ZCTA5 49743",""
"    ZCTA5 49743","725"
"ZCTA5 49744",""
"    ZCTA5 49744","854"
"ZCTA5 49745",""
"    ZCTA5 49745","1,016"
"ZCTA5 49746",""
"    ZCTA5 49746","3,320"
"ZCTA5 49747",""
"    ZCTA5 49747","1,701"
"ZCTA5 49748",""
"    ZCTA5 49748","198"
"ZCTA5 49749",""
"    ZCTA5 49749","4,087"
"ZCTA5 49751",""
"    ZCTA5 49751","2,014"
"ZCTA5 49752",""
"    ZCTA5 49752","484"
"ZCTA5 49753",""
"    ZCTA5 49753","1,973"
"ZCTA5 49755",""
"    ZCTA5 49755","1,847"
"ZCTA5 49756",""
"    ZCTA5 49756","3,822"
"ZCTA5 49757",""
"    ZCTA5 49757","583"
"ZCTA5 49759",""
"    ZCTA5 49759","1,505"
"ZCTA5 49760",""
"    ZCTA5 49760","673"
"ZCTA5 49762",""
"    ZCTA5 49762","602"
"ZCTA5 49764",""
"    ZCTA5 49764","72"
"ZCTA5 49765",""
"    ZCTA5 49765","3,898"
"ZCTA5 49766",""
"    ZCTA5 49766","2,461"
"ZCTA5 49768",""
"    ZCTA5 49768","403"
"ZCTA5 49769",""
"    ZCTA5 49769","1,642"
"ZCTA5 49770",""
"    ZCTA5 49770","17,643"
"ZCTA5 49774",""
"    ZCTA5 49774","3,011"
"ZCTA5 49775",""
"    ZCTA5 49775","100"
"ZCTA5 49776",""
"    ZCTA5 49776","1,779"
"ZCTA5 49777",""
"    ZCTA5 49777","1,672"
"ZCTA5 49779",""
"    ZCTA5 49779","4,611"
"ZCTA5 49780",""
"    ZCTA5 49780","1,795"
"ZCTA5 49781",""
"    ZCTA5 49781","3,901"
"ZCTA5 49782",""
"    ZCTA5 49782","525"
"ZCTA5 49783",""
"    ZCTA5 49783","18,690"
"ZCTA5 49784",""
"    ZCTA5 49784","2,320"
"ZCTA5 49788",""
"    ZCTA5 49788","2,904"
"ZCTA5 49791",""
"    ZCTA5 49791","243"
"ZCTA5 49793",""
"    ZCTA5 49793","304"
"ZCTA5 49795",""
"    ZCTA5 49795","2,087"
"ZCTA5 49796",""
"    ZCTA5 49796","300"
"ZCTA5 49799",""
"    ZCTA5 49799","2,514"
"ZCTA5 49801",""
"    ZCTA5 49801","11,479"
"ZCTA5 49802",""
"    ZCTA5 49802","6,197"
"ZCTA5 49805",""
"    ZCTA5 49805","325"
"ZCTA5 49806",""
"    ZCTA5 49806","480"
"ZCTA5 49807",""
"    ZCTA5 49807","3,307"
"ZCTA5 49808",""
"    ZCTA5 49808","349"
"ZCTA5 49812",""
"    ZCTA5 49812","888"
"ZCTA5 49814",""
"    ZCTA5 49814","1,296"
"ZCTA5 49815",""
"    ZCTA5 49815","428"
"ZCTA5 49816",""
"    ZCTA5 49816","775"
"ZCTA5 49817",""
"    ZCTA5 49817","567"
"ZCTA5 49818",""
"    ZCTA5 49818","966"
"ZCTA5 49820",""
"    ZCTA5 49820","304"
"ZCTA5 49821",""
"    ZCTA5 49821","1,210"
"ZCTA5 49822",""
"    ZCTA5 49822","227"
"ZCTA5 49825",""
"    ZCTA5 49825","347"
"ZCTA5 49826",""
"    ZCTA5 49826","88"
"ZCTA5 49827",""
"    ZCTA5 49827","963"
"ZCTA5 49829",""
"    ZCTA5 49829","17,009"
"ZCTA5 49831",""
"    ZCTA5 49831","713"
"ZCTA5 49833",""
"    ZCTA5 49833","213"
"ZCTA5 49834",""
"    ZCTA5 49834","449"
"ZCTA5 49835",""
"    ZCTA5 49835","784"
"ZCTA5 49836",""
"    ZCTA5 49836","921"
"ZCTA5 49837",""
"    ZCTA5 49837","10,086"
"ZCTA5 49838",""
"    ZCTA5 49838","478"
"ZCTA5 49839",""
"    ZCTA5 49839","373"
"ZCTA5 49840",""
"    ZCTA5 49840","747"
"ZCTA5 49841",""
"    ZCTA5 49841","7,193"
"ZCTA5 49847",""
"    ZCTA5 49847","986"
"ZCTA5 49848",""
"    ZCTA5 49848","146"
"ZCTA5 49849",""
"    ZCTA5 49849","11,819"
"ZCTA5 49852",""
"    ZCTA5 49852","130"
"ZCTA5 49853",""
"    ZCTA5 49853","1,282"
"ZCTA5 49854",""
"    ZCTA5 49854","6,211"
"ZCTA5 49855",""
"    ZCTA5 49855","32,929"
"ZCTA5 49858",""
"    ZCTA5 49858","11,939"
"ZCTA5 49861",""
"    ZCTA5 49861","565"
"ZCTA5 49862",""
"    ZCTA5 49862","4,602"
"ZCTA5 49863",""
"    ZCTA5 49863","125"
"ZCTA5 49864",""
"    ZCTA5 49864","32"
"ZCTA5 49866",""
"    ZCTA5 49866","8,259"
"ZCTA5 49868",""
"    ZCTA5 49868","4,108"
"ZCTA5 49870",""
"    ZCTA5 49870","3,343"
"ZCTA5 49871",""
"    ZCTA5 49871","476"
"ZCTA5 49872",""
"    ZCTA5 49872","230"
"ZCTA5 49873",""
"    ZCTA5 49873","158"
"ZCTA5 49874",""
"    ZCTA5 49874","1,043"
"ZCTA5 49876",""
"    ZCTA5 49876","1,153"
"ZCTA5 49877",""
"    ZCTA5 49877","57"
"ZCTA5 49878",""
"    ZCTA5 49878","3,566"
"ZCTA5 49879",""
"    ZCTA5 49879","997"
"ZCTA5 49880",""
"    ZCTA5 49880","971"
"ZCTA5 49881",""
"    ZCTA5 49881","356"
"ZCTA5 49883",""
"    ZCTA5 49883","143"
"ZCTA5 49884",""
"    ZCTA5 49884","515"
"ZCTA5 49885",""
"    ZCTA5 49885","1,937"
"ZCTA5 49886",""
"    ZCTA5 49886","423"
"ZCTA5 49887",""
"    ZCTA5 49887","2,353"
"ZCTA5 49891",""
"    ZCTA5 49891","515"
"ZCTA5 49892",""
"    ZCTA5 49892","1,935"
"ZCTA5 49893",""
"    ZCTA5 49893","1,640"
"ZCTA5 49894",""
"    ZCTA5 49894","686"
"ZCTA5 49895",""
"    ZCTA5 49895","784"
"ZCTA5 49896",""
"    ZCTA5 49896","1,855"
"ZCTA5 49901",""
"    ZCTA5 49901","300"
"ZCTA5 49902",""
"    ZCTA5 49902","126"
"ZCTA5 49903",""
"    ZCTA5 49903","219"
"ZCTA5 49905",""
"    ZCTA5 49905","2,234"
"ZCTA5 49908",""
"    ZCTA5 49908","3,046"
"ZCTA5 49910",""
"    ZCTA5 49910","297"
"ZCTA5 49911",""
"    ZCTA5 49911","2,626"
"ZCTA5 49912",""
"    ZCTA5 49912","844"
"ZCTA5 49913",""
"    ZCTA5 49913","7,218"
"ZCTA5 49915",""
"    ZCTA5 49915","789"
"ZCTA5 49916",""
"    ZCTA5 49916","2,855"
"ZCTA5 49917",""
"    ZCTA5 49917","212"
"ZCTA5 49918",""
"    ZCTA5 49918","141"
"ZCTA5 49919",""
"    ZCTA5 49919","147"
"ZCTA5 49920",""
"    ZCTA5 49920","4,046"
"ZCTA5 49921",""
"    ZCTA5 49921","343"
"ZCTA5 49922",""
"    ZCTA5 49922","907"
"ZCTA5 49925",""
"    ZCTA5 49925","485"
"ZCTA5 49927",""
"    ZCTA5 49927","437"
"ZCTA5 49929",""
"    ZCTA5 49929","182"
"ZCTA5 49930",""
"    ZCTA5 49930","7,135"
"ZCTA5 49931",""
"    ZCTA5 49931","10,307"
"ZCTA5 49934",""
"    ZCTA5 49934","862"
"ZCTA5 49935",""
"    ZCTA5 49935","5,952"
"ZCTA5 49938",""
"    ZCTA5 49938","7,340"
"ZCTA5 49942",""
"    ZCTA5 49942","93"
"ZCTA5 49945",""
"    ZCTA5 49945","2,650"
"ZCTA5 49946",""
"    ZCTA5 49946","3,784"
"ZCTA5 49947",""
"    ZCTA5 49947","609"
"ZCTA5 49948",""
"    ZCTA5 49948","494"
"ZCTA5 49950",""
"    ZCTA5 49950","1,056"
"ZCTA5 49952",""
"    ZCTA5 49952","138"
"ZCTA5 49953",""
"    ZCTA5 49953","2,541"
"ZCTA5 49955",""
"    ZCTA5 49955","383"
"ZCTA5 49958",""
"    ZCTA5 49958","1,118"
"ZCTA5 49959",""
"    ZCTA5 49959","434"
"ZCTA5 49960",""
"    ZCTA5 49960","191"
"ZCTA5 49961",""
"    ZCTA5 49961","104"
"ZCTA5 49962",""
"    ZCTA5 49962","264"
"ZCTA5 49963",""
"    ZCTA5 49963","864"
"ZCTA5 49965",""
"    ZCTA5 49965","465"
"ZCTA5 49967",""
"    ZCTA5 49967","434"
"ZCTA5 49968",""
"    ZCTA5 49968","2,069"
"ZCTA5 49969",""
"    ZCTA5 49969","1,445"
"ZCTA5 49970",""
"    ZCTA5 49970","231"
"ZCTA5 49971",""
"    ZCTA5 49971","339"
"ZCTA5 50001",""
"    ZCTA5 50001","695"
"ZCTA5 50002",""
"    ZCTA5 50002","1,274"
"ZCTA5 50003",""
"    ZCTA5 50003","9,428"
"ZCTA5 50005",""
"    ZCTA5 50005","679"
"ZCTA5 50006",""
"    ZCTA5 50006","1,502"
"ZCTA5 50007",""
"    ZCTA5 50007","497"
"ZCTA5 50008",""
"    ZCTA5 50008","809"
"ZCTA5 50009",""
"    ZCTA5 50009","21,230"
"ZCTA5 50010",""
"    ZCTA5 50010","32,552"
"ZCTA5 50012",""
"    ZCTA5 50012","2,249"
"ZCTA5 50013",""
"    ZCTA5 50013","4,260"
"ZCTA5 50014",""
"    ZCTA5 50014","31,587"
"ZCTA5 50020",""
"    ZCTA5 50020","1,375"
"ZCTA5 50021",""
"    ZCTA5 50021","28,807"
"ZCTA5 50022",""
"    ZCTA5 50022","8,052"
"ZCTA5 50023",""
"    ZCTA5 50023","43,603"
"ZCTA5 50025",""
"    ZCTA5 50025","3,027"
"ZCTA5 50026",""
"    ZCTA5 50026","526"
"ZCTA5 50027",""
"    ZCTA5 50027","266"
"ZCTA5 50028",""
"    ZCTA5 50028","1,608"
"ZCTA5 50029",""
"    ZCTA5 50029","614"
"ZCTA5 50031",""
"    ZCTA5 50031","46"
"ZCTA5 50032",""
"    ZCTA5 50032","395"
"ZCTA5 50033",""
"    ZCTA5 50033","52"
"ZCTA5 50034",""
"    ZCTA5 50034","390"
"ZCTA5 50035",""
"    ZCTA5 50035","8,968"
"ZCTA5 50036",""
"    ZCTA5 50036","16,203"
"ZCTA5 50038",""
"    ZCTA5 50038","221"
"ZCTA5 50039",""
"    ZCTA5 50039","352"
"ZCTA5 50040",""
"    ZCTA5 50040","181"
"ZCTA5 50041",""
"    ZCTA5 50041","71"
"ZCTA5 50042",""
"    ZCTA5 50042","298"
"ZCTA5 50044",""
"    ZCTA5 50044","854"
"ZCTA5 50046",""
"    ZCTA5 50046","1,586"
"ZCTA5 50047",""
"    ZCTA5 50047","6,021"
"ZCTA5 50048",""
"    ZCTA5 50048","821"
"ZCTA5 50049",""
"    ZCTA5 50049","6,433"
"ZCTA5 50050",""
"    ZCTA5 50050","640"
"ZCTA5 50051",""
"    ZCTA5 50051","278"
"ZCTA5 50052",""
"    ZCTA5 50052","145"
"ZCTA5 50054",""
"    ZCTA5 50054","3,471"
"ZCTA5 50055",""
"    ZCTA5 50055","1,026"
"ZCTA5 50056",""
"    ZCTA5 50056","1,388"
"ZCTA5 50057",""
"    ZCTA5 50057","208"
"ZCTA5 50058",""
"    ZCTA5 50058","1,897"
"ZCTA5 50060",""
"    ZCTA5 50060","2,581"
"ZCTA5 50061",""
"    ZCTA5 50061","1,973"
"ZCTA5 50062",""
"    ZCTA5 50062","778"
"ZCTA5 50063",""
"    ZCTA5 50063","2,900"
"ZCTA5 50064",""
"    ZCTA5 50064","105"
"ZCTA5 50065",""
"    ZCTA5 50065","553"
"ZCTA5 50066",""
"    ZCTA5 50066","238"
"ZCTA5 50067",""
"    ZCTA5 50067","318"
"ZCTA5 50068",""
"    ZCTA5 50068","352"
"ZCTA5 50069",""
"    ZCTA5 50069","999"
"ZCTA5 50070",""
"    ZCTA5 50070","1,536"
"ZCTA5 50071",""
"    ZCTA5 50071","919"
"ZCTA5 50072",""
"    ZCTA5 50072","2,688"
"ZCTA5 50073",""
"    ZCTA5 50073","1,405"
"ZCTA5 50074",""
"    ZCTA5 50074","342"
"ZCTA5 50075",""
"    ZCTA5 50075","833"
"ZCTA5 50076",""
"    ZCTA5 50076","1,436"
"ZCTA5 50078",""
"    ZCTA5 50078","97"
"ZCTA5 50101",""
"    ZCTA5 50101","68"
"ZCTA5 50102",""
"    ZCTA5 50102","89"
"ZCTA5 50103",""
"    ZCTA5 50103","412"
"ZCTA5 50104",""
"    ZCTA5 50104","133"
"ZCTA5 50105",""
"    ZCTA5 50105","1,326"
"ZCTA5 50106",""
"    ZCTA5 50106","1,044"
"ZCTA5 50107",""
"    ZCTA5 50107","933"
"ZCTA5 50108",""
"    ZCTA5 50108","451"
"ZCTA5 50109",""
"    ZCTA5 50109","3,348"
"ZCTA5 50110",""
"    ZCTA5 50110","58"
"ZCTA5 50111",""
"    ZCTA5 50111","16,025"
"ZCTA5 50112",""
"    ZCTA5 50112","11,849"
"ZCTA5 50115",""
"    ZCTA5 50115","2,571"
"ZCTA5 50116",""
"    ZCTA5 50116","263"
"ZCTA5 50117",""
"    ZCTA5 50117","190"
"ZCTA5 50118",""
"    ZCTA5 50118","931"
"ZCTA5 50119",""
"    ZCTA5 50119","464"
"ZCTA5 50120",""
"    ZCTA5 50120","338"
"ZCTA5 50122",""
"    ZCTA5 50122","1,409"
"ZCTA5 50123",""
"    ZCTA5 50123","775"
"ZCTA5 50124",""
"    ZCTA5 50124","4,697"
"ZCTA5 50125",""
"    ZCTA5 50125","20,906"
"ZCTA5 50126",""
"    ZCTA5 50126","6,576"
"ZCTA5 50127",""
"    ZCTA5 50127","66"
"ZCTA5 50128",""
"    ZCTA5 50128","316"
"ZCTA5 50129",""
"    ZCTA5 50129","5,040"
"ZCTA5 50130",""
"    ZCTA5 50130","1,611"
"ZCTA5 50131",""
"    ZCTA5 50131","24,434"
"ZCTA5 50132",""
"    ZCTA5 50132","349"
"ZCTA5 50133",""
"    ZCTA5 50133","478"
"ZCTA5 50134",""
"    ZCTA5 50134","687"
"ZCTA5 50135",""
"    ZCTA5 50135","1,544"
"ZCTA5 50136",""
"    ZCTA5 50136","418"
"ZCTA5 50137",""
"    ZCTA5 50137","70"
"ZCTA5 50138",""
"    ZCTA5 50138","11,631"
"ZCTA5 50139",""
"    ZCTA5 50139","1,172"
"ZCTA5 50140",""
"    ZCTA5 50140","2,503"
"ZCTA5 50141",""
"    ZCTA5 50141","518"
"ZCTA5 50142",""
"    ZCTA5 50142","905"
"ZCTA5 50143",""
"    ZCTA5 50143","568"
"ZCTA5 50144",""
"    ZCTA5 50144","2,766"
"ZCTA5 50145",""
"    ZCTA5 50145","76"
"ZCTA5 50146",""
"    ZCTA5 50146","505"
"ZCTA5 50147",""
"    ZCTA5 50147","373"
"ZCTA5 50148",""
"    ZCTA5 50148","420"
"ZCTA5 50149",""
"    ZCTA5 50149","1,084"
"ZCTA5 50150",""
"    ZCTA5 50150","816"
"ZCTA5 50151",""
"    ZCTA5 50151","679"
"ZCTA5 50152",""
"    ZCTA5 50152","142"
"ZCTA5 50153",""
"    ZCTA5 50153","734"
"ZCTA5 50154",""
"    ZCTA5 50154","527"
"ZCTA5 50155",""
"    ZCTA5 50155","213"
"ZCTA5 50156",""
"    ZCTA5 50156","4,662"
"ZCTA5 50157",""
"    ZCTA5 50157","699"
"ZCTA5 50158",""
"    ZCTA5 50158","31,466"
"ZCTA5 50160",""
"    ZCTA5 50160","421"
"ZCTA5 50161",""
"    ZCTA5 50161","2,017"
"ZCTA5 50162",""
"    ZCTA5 50162","1,236"
"ZCTA5 50163",""
"    ZCTA5 50163","758"
"ZCTA5 50164",""
"    ZCTA5 50164","609"
"ZCTA5 50165",""
"    ZCTA5 50165","36"
"ZCTA5 50166",""
"    ZCTA5 50166","1,511"
"ZCTA5 50167",""
"    ZCTA5 50167","745"
"ZCTA5 50168",""
"    ZCTA5 50168","909"
"ZCTA5 50169",""
"    ZCTA5 50169","3,372"
"ZCTA5 50170",""
"    ZCTA5 50170","2,854"
"ZCTA5 50171",""
"    ZCTA5 50171","2,703"
"ZCTA5 50173",""
"    ZCTA5 50173","678"
"ZCTA5 50174",""
"    ZCTA5 50174","1,440"
"ZCTA5 50201",""
"    ZCTA5 50201","8,427"
"ZCTA5 50206",""
"    ZCTA5 50206","497"
"ZCTA5 50207",""
"    ZCTA5 50207","2,495"
"ZCTA5 50208",""
"    ZCTA5 50208","20,918"
"ZCTA5 50210",""
"    ZCTA5 50210","1,752"
"ZCTA5 50211",""
"    ZCTA5 50211","15,158"
"ZCTA5 50212",""
"    ZCTA5 50212","3,152"
"ZCTA5 50213",""
"    ZCTA5 50213","7,298"
"ZCTA5 50214",""
"    ZCTA5 50214","818"
"ZCTA5 50216",""
"    ZCTA5 50216","2,722"
"ZCTA5 50217",""
"    ZCTA5 50217","547"
"ZCTA5 50218",""
"    ZCTA5 50218","176"
"ZCTA5 50219",""
"    ZCTA5 50219","14,390"
"ZCTA5 50220",""
"    ZCTA5 50220","9,045"
"ZCTA5 50222",""
"    ZCTA5 50222","490"
"ZCTA5 50223",""
"    ZCTA5 50223","331"
"ZCTA5 50225",""
"    ZCTA5 50225","3,026"
"ZCTA5 50226",""
"    ZCTA5 50226","6,879"
"ZCTA5 50227",""
"    ZCTA5 50227","75"
"ZCTA5 50228",""
"    ZCTA5 50228","2,509"
"ZCTA5 50229",""
"    ZCTA5 50229","1,029"
"ZCTA5 50230",""
"    ZCTA5 50230","1,099"
"ZCTA5 50231",""
"    ZCTA5 50231","157"
"ZCTA5 50232",""
"    ZCTA5 50232","527"
"ZCTA5 50233",""
"    ZCTA5 50233","1,291"
"ZCTA5 50234",""
"    ZCTA5 50234","556"
"ZCTA5 50235",""
"    ZCTA5 50235","408"
"ZCTA5 50236",""
"    ZCTA5 50236","1,634"
"ZCTA5 50237",""
"    ZCTA5 50237","3,153"
"ZCTA5 50238",""
"    ZCTA5 50238","1,071"
"ZCTA5 50239",""
"    ZCTA5 50239","191"
"ZCTA5 50240",""
"    ZCTA5 50240","2,399"
"ZCTA5 50241",""
"    ZCTA5 50241","108"
"ZCTA5 50242",""
"    ZCTA5 50242","411"
"ZCTA5 50243",""
"    ZCTA5 50243","297"
"ZCTA5 50244",""
"    ZCTA5 50244","1,825"
"ZCTA5 50246",""
"    ZCTA5 50246","638"
"ZCTA5 50247",""
"    ZCTA5 50247","2,365"
"ZCTA5 50248",""
"    ZCTA5 50248","4,439"
"ZCTA5 50249",""
"    ZCTA5 50249","1,235"
"ZCTA5 50250",""
"    ZCTA5 50250","2,415"
"ZCTA5 50251",""
"    ZCTA5 50251","1,339"
"ZCTA5 50252",""
"    ZCTA5 50252","324"
"ZCTA5 50254",""
"    ZCTA5 50254","254"
"ZCTA5 50255",""
"    ZCTA5 50255","45"
"ZCTA5 50256",""
"    ZCTA5 50256","488"
"ZCTA5 50257",""
"    ZCTA5 50257","1,039"
"ZCTA5 50258",""
"    ZCTA5 50258","768"
"ZCTA5 50261",""
"    ZCTA5 50261","3,019"
"ZCTA5 50262",""
"    ZCTA5 50262","360"
"ZCTA5 50263",""
"    ZCTA5 50263","24,817"
"ZCTA5 50264",""
"    ZCTA5 50264","510"
"ZCTA5 50265",""
"    ZCTA5 50265","32,187"
"ZCTA5 50266",""
"    ZCTA5 50266","36,486"
"ZCTA5 50268",""
"    ZCTA5 50268","917"
"ZCTA5 50269",""
"    ZCTA5 50269","100"
"ZCTA5 50271",""
"    ZCTA5 50271","549"
"ZCTA5 50272",""
"    ZCTA5 50272","118"
"ZCTA5 50273",""
"    ZCTA5 50273","8,570"
"ZCTA5 50274",""
"    ZCTA5 50274","367"
"ZCTA5 50275",""
"    ZCTA5 50275","476"
"ZCTA5 50276",""
"    ZCTA5 50276","2,454"
"ZCTA5 50277",""
"    ZCTA5 50277","505"
"ZCTA5 50278",""
"    ZCTA5 50278","780"
"ZCTA5 50309",""
"    ZCTA5 50309","9,532"
"ZCTA5 50310",""
"    ZCTA5 50310","30,754"
"ZCTA5 50311",""
"    ZCTA5 50311","14,782"
"ZCTA5 50312",""
"    ZCTA5 50312","15,485"
"ZCTA5 50313",""
"    ZCTA5 50313","17,723"
"ZCTA5 50314",""
"    ZCTA5 50314","11,764"
"ZCTA5 50315",""
"    ZCTA5 50315","36,693"
"ZCTA5 50316",""
"    ZCTA5 50316","16,785"
"ZCTA5 50317",""
"    ZCTA5 50317","37,221"
"ZCTA5 50319",""
"    ZCTA5 50319","0"
"ZCTA5 50320",""
"    ZCTA5 50320","23,369"
"ZCTA5 50321",""
"    ZCTA5 50321","7,783"
"ZCTA5 50322",""
"    ZCTA5 50322","31,652"
"ZCTA5 50323",""
"    ZCTA5 50323","16,616"
"ZCTA5 50324",""
"    ZCTA5 50324","5,252"
"ZCTA5 50325",""
"    ZCTA5 50325","18,619"
"ZCTA5 50327",""
"    ZCTA5 50327","11,807"
"ZCTA5 50401",""
"    ZCTA5 50401","28,981"
"ZCTA5 50420",""
"    ZCTA5 50420","392"
"ZCTA5 50421",""
"    ZCTA5 50421","3,043"
"ZCTA5 50423",""
"    ZCTA5 50423","2,806"
"ZCTA5 50424",""
"    ZCTA5 50424","1,424"
"ZCTA5 50426",""
"    ZCTA5 50426","87"
"ZCTA5 50427",""
"    ZCTA5 50427","36"
"ZCTA5 50428",""
"    ZCTA5 50428","9,290"
"ZCTA5 50430",""
"    ZCTA5 50430","425"
"ZCTA5 50431",""
"    ZCTA5 50431","208"
"ZCTA5 50432",""
"    ZCTA5 50432","259"
"ZCTA5 50433",""
"    ZCTA5 50433","238"
"ZCTA5 50434",""
"    ZCTA5 50434","435"
"ZCTA5 50435",""
"    ZCTA5 50435","732"
"ZCTA5 50436",""
"    ZCTA5 50436","5,816"
"ZCTA5 50438",""
"    ZCTA5 50438","4,033"
"ZCTA5 50439",""
"    ZCTA5 50439","263"
"ZCTA5 50440",""
"    ZCTA5 50440","373"
"ZCTA5 50441",""
"    ZCTA5 50441","5,529"
"ZCTA5 50444",""
"    ZCTA5 50444","353"
"ZCTA5 50446",""
"    ZCTA5 50446","526"
"ZCTA5 50447",""
"    ZCTA5 50447","1,047"
"ZCTA5 50448",""
"    ZCTA5 50448","713"
"ZCTA5 50449",""
"    ZCTA5 50449","666"
"ZCTA5 50450",""
"    ZCTA5 50450","2,827"
"ZCTA5 50451",""
"    ZCTA5 50451","492"
"ZCTA5 50452",""
"    ZCTA5 50452","741"
"ZCTA5 50453",""
"    ZCTA5 50453","543"
"ZCTA5 50454",""
"    ZCTA5 50454","134"
"ZCTA5 50455",""
"    ZCTA5 50455","366"
"ZCTA5 50456",""
"    ZCTA5 50456","1,695"
"ZCTA5 50457",""
"    ZCTA5 50457","361"
"ZCTA5 50458",""
"    ZCTA5 50458","2,034"
"ZCTA5 50459",""
"    ZCTA5 50459","3,087"
"ZCTA5 50460",""
"    ZCTA5 50460","348"
"ZCTA5 50461",""
"    ZCTA5 50461","5,605"
"ZCTA5 50464",""
"    ZCTA5 50464","651"
"ZCTA5 50465",""
"    ZCTA5 50465","201"
"ZCTA5 50466",""
"    ZCTA5 50466","1,845"
"ZCTA5 50467",""
"    ZCTA5 50467","107"
"ZCTA5 50468",""
"    ZCTA5 50468","1,497"
"ZCTA5 50469",""
"    ZCTA5 50469","1,629"
"ZCTA5 50470",""
"    ZCTA5 50470","205"
"ZCTA5 50471",""
"    ZCTA5 50471","621"
"ZCTA5 50472",""
"    ZCTA5 50472","2,402"
"ZCTA5 50473",""
"    ZCTA5 50473","273"
"ZCTA5 50475",""
"    ZCTA5 50475","1,621"
"ZCTA5 50476",""
"    ZCTA5 50476","745"
"ZCTA5 50477",""
"    ZCTA5 50477","257"
"ZCTA5 50478",""
"    ZCTA5 50478","761"
"ZCTA5 50479",""
"    ZCTA5 50479","667"
"ZCTA5 50480",""
"    ZCTA5 50480","879"
"ZCTA5 50482",""
"    ZCTA5 50482","768"
"ZCTA5 50483",""
"    ZCTA5 50483","719"
"ZCTA5 50484",""
"    ZCTA5 50484","384"
"ZCTA5 50501",""
"    ZCTA5 50501","28,492"
"ZCTA5 50510",""
"    ZCTA5 50510","1,069"
"ZCTA5 50511",""
