"Label (Grouping)","Total"
"ZCTA5 20903",""
"    ZCTA5 20903","24,103"
"ZCTA5 20904",""
"    ZCTA5 20904","59,051"
"ZCTA5 20905",""
"    ZCTA5 20905","17,700"
"ZCTA5 20906",""
"    ZCTA5 20906","71,641"
"ZCTA5 20910",""
"    ZCTA5 20910","45,610"
"ZCTA5 20912",""
"    ZCTA5 20912","25,463"
"ZCTA5 21001",""
"    ZCTA5 21001","25,714"
"ZCTA5 21005",""
"    ZCTA5 21005","1,709"
"ZCTA5 21009",""
"    ZCTA5 21009","31,835"
"ZCTA5 21010",""
"    ZCTA5 21010","153"
"ZCTA5 21012",""
"    ZCTA5 21012","22,377"
"ZCTA5 21013",""
"    ZCTA5 21013","4,861"
"ZCTA5 21014",""
"    ZCTA5 21014","38,395"
"ZCTA5 21015",""
"    ZCTA5 21015","30,400"
"ZCTA5 21017",""
"    ZCTA5 21017","6,526"
"ZCTA5 21023",""
"    ZCTA5 21023","89"
"ZCTA5 21028",""
"    ZCTA5 21028","3,172"
"ZCTA5 21029",""
"    ZCTA5 21029","12,919"
"ZCTA5 21030",""
"    ZCTA5 21030","26,156"
"ZCTA5 21031",""
"    ZCTA5 21031","11"
"ZCTA5 21032",""
"    ZCTA5 21032","9,180"
"ZCTA5 21034",""
"    ZCTA5 21034","3,314"
"ZCTA5 21035",""
"    ZCTA5 21035","8,298"
"ZCTA5 21036",""
"    ZCTA5 21036","2,307"
"ZCTA5 21037",""
"    ZCTA5 21037","21,453"
"ZCTA5 21040",""
"    ZCTA5 21040","25,138"
"ZCTA5 21042",""
"    ZCTA5 21042","43,147"
"ZCTA5 21043",""
"    ZCTA5 21043","48,775"
"ZCTA5 21044",""
"    ZCTA5 21044","44,284"
"ZCTA5 21045",""
"    ZCTA5 21045","39,321"
"ZCTA5 21046",""
"    ZCTA5 21046","16,023"
"ZCTA5 21047",""
"    ZCTA5 21047","12,876"
"ZCTA5 21048",""
"    ZCTA5 21048","10,774"
"ZCTA5 21050",""
"    ZCTA5 21050","18,681"
"ZCTA5 21051",""
"    ZCTA5 21051","256"
"ZCTA5 21052",""
"    ZCTA5 21052","430"
"ZCTA5 21053",""
"    ZCTA5 21053","3,199"
"ZCTA5 21054",""
"    ZCTA5 21054","13,970"
"ZCTA5 21056",""
"    ZCTA5 21056","329"
"ZCTA5 21057",""
"    ZCTA5 21057","4,060"
"ZCTA5 21060",""
"    ZCTA5 21060","38,269"
"ZCTA5 21061",""
"    ZCTA5 21061","57,352"
"ZCTA5 21071",""
"    ZCTA5 21071","619"
"ZCTA5 21074",""
"    ZCTA5 21074","15,279"
"ZCTA5 21075",""
"    ZCTA5 21075","35,900"
"ZCTA5 21076",""
"    ZCTA5 21076","22,299"
"ZCTA5 21077",""
"    ZCTA5 21077","336"
"ZCTA5 21078",""
"    ZCTA5 21078","20,321"
"ZCTA5 21082",""
"    ZCTA5 21082","815"
"ZCTA5 21084",""
"    ZCTA5 21084","7,600"
"ZCTA5 21085",""
"    ZCTA5 21085","17,142"
"ZCTA5 21087",""
"    ZCTA5 21087","5,634"
"ZCTA5 21090",""
"    ZCTA5 21090","10,623"
"ZCTA5 21093",""
"    ZCTA5 21093","38,677"
"ZCTA5 21102",""
"    ZCTA5 21102","12,100"
"ZCTA5 21104",""
"    ZCTA5 21104","5,686"
"ZCTA5 21105",""
"    ZCTA5 21105","56"
"ZCTA5 21108",""
"    ZCTA5 21108","18,065"
"ZCTA5 21111",""
"    ZCTA5 21111","5,062"
"ZCTA5 21113",""
"    ZCTA5 21113","35,670"
"ZCTA5 21114",""
"    ZCTA5 21114","26,404"
"ZCTA5 21117",""
"    ZCTA5 21117","59,154"
"ZCTA5 21120",""
"    ZCTA5 21120","7,178"
"ZCTA5 21122",""
"    ZCTA5 21122","62,368"
"ZCTA5 21128",""
"    ZCTA5 21128","14,861"
"ZCTA5 21130",""
"    ZCTA5 21130","140"
"ZCTA5 21131",""
"    ZCTA5 21131","7,468"
"ZCTA5 21132",""
"    ZCTA5 21132","2,930"
"ZCTA5 21133",""
"    ZCTA5 21133","30,527"
"ZCTA5 21136",""
"    ZCTA5 21136","34,973"
"ZCTA5 21140",""
"    ZCTA5 21140","3,625"
"ZCTA5 21144",""
"    ZCTA5 21144","37,295"
"ZCTA5 21146",""
"    ZCTA5 21146","28,593"
"ZCTA5 21152",""
"    ZCTA5 21152","6,045"
"ZCTA5 21153",""
"    ZCTA5 21153","865"
"ZCTA5 21154",""
"    ZCTA5 21154","6,309"
"ZCTA5 21155",""
"    ZCTA5 21155","2,553"
"ZCTA5 21156",""
"    ZCTA5 21156","259"
"ZCTA5 21157",""
"    ZCTA5 21157","38,584"
"ZCTA5 21158",""
"    ZCTA5 21158","20,917"
"ZCTA5 21160",""
"    ZCTA5 21160","2,449"
"ZCTA5 21161",""
"    ZCTA5 21161","5,333"
"ZCTA5 21162",""
"    ZCTA5 21162","5,029"
"ZCTA5 21163",""
"    ZCTA5 21163","7,657"
"ZCTA5 21201",""
"    ZCTA5 21201","18,382"
"ZCTA5 21202",""
"    ZCTA5 21202","22,247"
"ZCTA5 21204",""
"    ZCTA5 21204","20,967"
"ZCTA5 21205",""
"    ZCTA5 21205","14,691"
"ZCTA5 21206",""
"    ZCTA5 21206","49,470"
"ZCTA5 21207",""
"    ZCTA5 21207","46,595"
"ZCTA5 21208",""
"    ZCTA5 21208","35,007"
"ZCTA5 21209",""
"    ZCTA5 21209","28,659"
"ZCTA5 21210",""
"    ZCTA5 21210","14,441"
"ZCTA5 21211",""
"    ZCTA5 21211","17,721"
"ZCTA5 21212",""
"    ZCTA5 21212","32,317"
"ZCTA5 21213",""
"    ZCTA5 21213","28,217"
"ZCTA5 21214",""
"    ZCTA5 21214","19,344"
"ZCTA5 21215",""
"    ZCTA5 21215","54,198"
"ZCTA5 21216",""
"    ZCTA5 21216","27,729"
"ZCTA5 21217",""
"    ZCTA5 21217","30,448"
"ZCTA5 21218",""
"    ZCTA5 21218","46,238"
"ZCTA5 21219",""
"    ZCTA5 21219","9,594"
"ZCTA5 21220",""
"    ZCTA5 21220","44,568"
"ZCTA5 21221",""
"    ZCTA5 21221","43,381"
"ZCTA5 21222",""
"    ZCTA5 21222","59,062"
"ZCTA5 21223",""
"    ZCTA5 21223","20,438"
"ZCTA5 21224",""
"    ZCTA5 21224","54,266"
"ZCTA5 21225",""
"    ZCTA5 21225","34,138"
"ZCTA5 21226",""
"    ZCTA5 21226","7,368"
"ZCTA5 21227",""
"    ZCTA5 21227","35,837"
"ZCTA5 21228",""
"    ZCTA5 21228","50,418"
"ZCTA5 21229",""
"    ZCTA5 21229","43,464"
"ZCTA5 21230",""
"    ZCTA5 21230","36,660"
"ZCTA5 21231",""
"    ZCTA5 21231","17,062"
"ZCTA5 21233",""
"    ZCTA5 21233","4"
"ZCTA5 21234",""
"    ZCTA5 21234","67,308"
"ZCTA5 21236",""
"    ZCTA5 21236","40,555"
"ZCTA5 21237",""
"    ZCTA5 21237","31,477"
"ZCTA5 21239",""
"    ZCTA5 21239","26,605"
"ZCTA5 21240",""
"    ZCTA5 21240","0"
"ZCTA5 21244",""
"    ZCTA5 21244","38,015"
"ZCTA5 21250",""
"    ZCTA5 21250","3,391"
"ZCTA5 21251",""
"    ZCTA5 21251","277"
"ZCTA5 21252",""
"    ZCTA5 21252","5,775"
"ZCTA5 21285",""
"    ZCTA5 21285","2"
"ZCTA5 21286",""
"    ZCTA5 21286","21,470"
"ZCTA5 21287",""
"    ZCTA5 21287","0"
"ZCTA5 21401",""
"    ZCTA5 21401","39,308"
"ZCTA5 21402",""
"    ZCTA5 21402","1,026"
"ZCTA5 21403",""
"    ZCTA5 21403","31,521"
"ZCTA5 21405",""
"    ZCTA5 21405","622"
"ZCTA5 21409",""
"    ZCTA5 21409","20,326"
"ZCTA5 21502",""
"    ZCTA5 21502","41,153"
"ZCTA5 21520",""
"    ZCTA5 21520","2,060"
"ZCTA5 21521",""
"    ZCTA5 21521","1,171"
"ZCTA5 21523",""
"    ZCTA5 21523","271"
"ZCTA5 21524",""
"    ZCTA5 21524","500"
"ZCTA5 21529",""
"    ZCTA5 21529","651"
"ZCTA5 21530",""
"    ZCTA5 21530","1,520"
"ZCTA5 21531",""
"    ZCTA5 21531","2,176"
"ZCTA5 21532",""
"    ZCTA5 21532","13,328"
"ZCTA5 21536",""
"    ZCTA5 21536","4,029"
"ZCTA5 21538",""
"    ZCTA5 21538","622"
"ZCTA5 21539",""
"    ZCTA5 21539","2,536"
"ZCTA5 21540",""
"    ZCTA5 21540","85"
"ZCTA5 21541",""
"    ZCTA5 21541","1,626"
"ZCTA5 21542",""
"    ZCTA5 21542","110"
"ZCTA5 21543",""
"    ZCTA5 21543","230"
"ZCTA5 21545",""
"    ZCTA5 21545","1,719"
"ZCTA5 21550",""
"    ZCTA5 21550","13,499"
"ZCTA5 21555",""
"    ZCTA5 21555","1,619"
"ZCTA5 21557",""
"    ZCTA5 21557","1,911"
"ZCTA5 21560",""
"    ZCTA5 21560","35"
"ZCTA5 21561",""
"    ZCTA5 21561","2,571"
"ZCTA5 21562",""
"    ZCTA5 21562","2,857"
"ZCTA5 21601",""
"    ZCTA5 21601","23,945"
"ZCTA5 21607",""
"    ZCTA5 21607","492"
"ZCTA5 21610",""
"    ZCTA5 21610","297"
"ZCTA5 21612",""
"    ZCTA5 21612","432"
"ZCTA5 21613",""
"    ZCTA5 21613","17,967"
"ZCTA5 21617",""
"    ZCTA5 21617","10,719"
"ZCTA5 21619",""
"    ZCTA5 21619","6,598"
"ZCTA5 21620",""
"    ZCTA5 21620","12,726"
"ZCTA5 21622",""
"    ZCTA5 21622","475"
"ZCTA5 21623",""
"    ZCTA5 21623","2,244"
"ZCTA5 21624",""
"    ZCTA5 21624","201"
"ZCTA5 21625",""
"    ZCTA5 21625","2,329"
"ZCTA5 21626",""
"    ZCTA5 21626","101"
"ZCTA5 21627",""
"    ZCTA5 21627","27"
"ZCTA5 21628",""
"    ZCTA5 21628","496"
"ZCTA5 21629",""
"    ZCTA5 21629","9,911"
"ZCTA5 21631",""
"    ZCTA5 21631","2,644"
"ZCTA5 21632",""
"    ZCTA5 21632","6,616"
"ZCTA5 21634",""
"    ZCTA5 21634","302"
"ZCTA5 21635",""
"    ZCTA5 21635","1,969"
"ZCTA5 21636",""
"    ZCTA5 21636","1,186"
"ZCTA5 21638",""
"    ZCTA5 21638","5,058"
"ZCTA5 21639",""
"    ZCTA5 21639","4,354"
"ZCTA5 21640",""
"    ZCTA5 21640","1,798"
"ZCTA5 21641",""
"    ZCTA5 21641","128"
"ZCTA5 21643",""
"    ZCTA5 21643","5,820"
"ZCTA5 21644",""
"    ZCTA5 21644","93"
"ZCTA5 21645",""
"    ZCTA5 21645","1,005"
"ZCTA5 21647",""
"    ZCTA5 21647","248"
"ZCTA5 21648",""
"    ZCTA5 21648","233"
"ZCTA5 21649",""
"    ZCTA5 21649","1,764"
"ZCTA5 21650",""
"    ZCTA5 21650","206"
"ZCTA5 21651",""
"    ZCTA5 21651","2,718"
"ZCTA5 21652",""
"    ZCTA5 21652","161"
"ZCTA5 21653",""
"    ZCTA5 21653","124"
"ZCTA5 21654",""
"    ZCTA5 21654","1,129"
"ZCTA5 21655",""
"    ZCTA5 21655","4,798"
"ZCTA5 21657",""
"    ZCTA5 21657","1,108"
"ZCTA5 21658",""
"    ZCTA5 21658","3,723"
"ZCTA5 21659",""
"    ZCTA5 21659","1,102"
"ZCTA5 21660",""
"    ZCTA5 21660","3,927"
"ZCTA5 21661",""
"    ZCTA5 21661","2,427"
"ZCTA5 21662",""
"    ZCTA5 21662","668"
"ZCTA5 21663",""
"    ZCTA5 21663","3,142"
"ZCTA5 21664",""
"    ZCTA5 21664","472"
"ZCTA5 21665",""
"    ZCTA5 21665","291"
"ZCTA5 21666",""
"    ZCTA5 21666","12,848"
"ZCTA5 21667",""
"    ZCTA5 21667","285"
"ZCTA5 21668",""
"    ZCTA5 21668","1,745"
"ZCTA5 21669",""
"    ZCTA5 21669","189"
"ZCTA5 21671",""
"    ZCTA5 21671","773"
"ZCTA5 21672",""
"    ZCTA5 21672","158"
"ZCTA5 21673",""
"    ZCTA5 21673","3,122"
"ZCTA5 21675",""
"    ZCTA5 21675","87"
"ZCTA5 21676",""
"    ZCTA5 21676","315"
"ZCTA5 21677",""
"    ZCTA5 21677","415"
"ZCTA5 21678",""
"    ZCTA5 21678","2,145"
"ZCTA5 21679",""
"    ZCTA5 21679","429"
"ZCTA5 21701",""
"    ZCTA5 21701","39,629"
"ZCTA5 21702",""
"    ZCTA5 21702","46,412"
"ZCTA5 21703",""
"    ZCTA5 21703","41,138"
"ZCTA5 21704",""
"    ZCTA5 21704","19,275"
"ZCTA5 21705",""
"    ZCTA5 21705","9"
"ZCTA5 21710",""
"    ZCTA5 21710","4,769"
"ZCTA5 21711",""
"    ZCTA5 21711","1,108"
"ZCTA5 21713",""
"    ZCTA5 21713","9,800"
"ZCTA5 21714",""
"    ZCTA5 21714","358"
"ZCTA5 21715",""
"    ZCTA5 21715","87"
"ZCTA5 21716",""
"    ZCTA5 21716","6,753"
"ZCTA5 21717",""
"    ZCTA5 21717","199"
"ZCTA5 21718",""
"    ZCTA5 21718","134"
"ZCTA5 21719",""
"    ZCTA5 21719","1,230"
"ZCTA5 21722",""
"    ZCTA5 21722","5,674"
"ZCTA5 21723",""
"    ZCTA5 21723","937"
"ZCTA5 21727",""
"    ZCTA5 21727","6,593"
"ZCTA5 21733",""
"    ZCTA5 21733","1,134"
"ZCTA5 21734",""
"    ZCTA5 21734","845"
"ZCTA5 21737",""
"    ZCTA5 21737","2,318"
"ZCTA5 21738",""
"    ZCTA5 21738","3,373"
"ZCTA5 21740",""
"    ZCTA5 21740","65,619"
"ZCTA5 21742",""
"    ZCTA5 21742","33,069"
"ZCTA5 21746",""
"    ZCTA5 21746","2,861"
"ZCTA5 21750",""
"    ZCTA5 21750","3,662"
"ZCTA5 21754",""
"    ZCTA5 21754","7,115"
"ZCTA5 21755",""
"    ZCTA5 21755","5,627"
"ZCTA5 21756",""
"    ZCTA5 21756","3,669"
"ZCTA5 21757",""
"    ZCTA5 21757","2,870"
"ZCTA5 21758",""
"    ZCTA5 21758","4,809"
"ZCTA5 21762",""
"    ZCTA5 21762","233"
"ZCTA5 21766",""
"    ZCTA5 21766","633"
"ZCTA5 21767",""
"    ZCTA5 21767","1,150"
"ZCTA5 21769",""
"    ZCTA5 21769","11,759"
"ZCTA5 21770",""
"    ZCTA5 21770","7,575"
"ZCTA5 21771",""
"    ZCTA5 21771","30,697"
"ZCTA5 21773",""
"    ZCTA5 21773","5,410"
"ZCTA5 21774",""
"    ZCTA5 21774","15,496"
"ZCTA5 21776",""
"    ZCTA5 21776","5,726"
"ZCTA5 21777",""
"    ZCTA5 21777","1,890"
"ZCTA5 21778",""
"    ZCTA5 21778","1,145"
"ZCTA5 21779",""
"    ZCTA5 21779","971"
"ZCTA5 21780",""
"    ZCTA5 21780","1,688"
"ZCTA5 21781",""
"    ZCTA5 21781","165"
"ZCTA5 21782",""
"    ZCTA5 21782","3,866"
"ZCTA5 21783",""
"    ZCTA5 21783","9,306"
"ZCTA5 21784",""
"    ZCTA5 21784","40,028"
"ZCTA5 21787",""
"    ZCTA5 21787","11,066"
"ZCTA5 21788",""
"    ZCTA5 21788","11,491"
"ZCTA5 21790",""
"    ZCTA5 21790","93"
"ZCTA5 21791",""
"    ZCTA5 21791","5,292"
"ZCTA5 21793",""
"    ZCTA5 21793","10,447"
"ZCTA5 21794",""
"    ZCTA5 21794","2,532"
"ZCTA5 21795",""
"    ZCTA5 21795","9,873"
"ZCTA5 21797",""
"    ZCTA5 21797","8,956"
"ZCTA5 21798",""
"    ZCTA5 21798","2,366"
"ZCTA5 21801",""
"    ZCTA5 21801","31,183"
"ZCTA5 21804",""
"    ZCTA5 21804","40,049"
"ZCTA5 21810",""
"    ZCTA5 21810","199"
"ZCTA5 21811",""
"    ZCTA5 21811","23,907"
"ZCTA5 21813",""
"    ZCTA5 21813","2,862"
"ZCTA5 21814",""
"    ZCTA5 21814","342"
"ZCTA5 21817",""
"    ZCTA5 21817","4,825"
"ZCTA5 21821",""
"    ZCTA5 21821","847"
"ZCTA5 21822",""
"    ZCTA5 21822","2,548"
"ZCTA5 21824",""
"    ZCTA5 21824","166"
"ZCTA5 21826",""
"    ZCTA5 21826","5,436"
"ZCTA5 21829",""
"    ZCTA5 21829","479"
"ZCTA5 21830",""
"    ZCTA5 21830","4,217"
"ZCTA5 21835",""
"    ZCTA5 21835","472"
"ZCTA5 21837",""
"    ZCTA5 21837","2,647"
"ZCTA5 21838",""
"    ZCTA5 21838","1,717"
"ZCTA5 21840",""
"    ZCTA5 21840","371"
"ZCTA5 21841",""
"    ZCTA5 21841","903"
"ZCTA5 21842",""
"    ZCTA5 21842","11,104"
"ZCTA5 21849",""
"    ZCTA5 21849","3,162"
"ZCTA5 21850",""
"    ZCTA5 21850","3,167"
"ZCTA5 21851",""
"    ZCTA5 21851","7,229"
"ZCTA5 21853",""
"    ZCTA5 21853","10,179"
"ZCTA5 21856",""
"    ZCTA5 21856","879"
"ZCTA5 21861",""
"    ZCTA5 21861","830"
"ZCTA5 21862",""
"    ZCTA5 21862","119"
"ZCTA5 21863",""
"    ZCTA5 21863","4,843"
"ZCTA5 21864",""
"    ZCTA5 21864","590"
"ZCTA5 21865",""
"    ZCTA5 21865","439"
"ZCTA5 21866",""
"    ZCTA5 21866","36"
"ZCTA5 21867",""
"    ZCTA5 21867","78"
"ZCTA5 21869",""
"    ZCTA5 21869","908"
"ZCTA5 21871",""
"    ZCTA5 21871","1,918"
"ZCTA5 21872",""
"    ZCTA5 21872","684"
"ZCTA5 21874",""
"    ZCTA5 21874","2,240"
"ZCTA5 21875",""
"    ZCTA5 21875","7,231"
"ZCTA5 21890",""
"    ZCTA5 21890","3,258"
"ZCTA5 21901",""
"    ZCTA5 21901","18,517"
"ZCTA5 21902",""
"    ZCTA5 21902","414"
"ZCTA5 21903",""
"    ZCTA5 21903","5,835"
"ZCTA5 21904",""
"    ZCTA5 21904","6,689"
"ZCTA5 21911",""
"    ZCTA5 21911","11,207"
"ZCTA5 21912",""
"    ZCTA5 21912","1,312"
"ZCTA5 21913",""
"    ZCTA5 21913","682"
"ZCTA5 21914",""
"    ZCTA5 21914","736"
"ZCTA5 21915",""
"    ZCTA5 21915","2,981"
"ZCTA5 21917",""
"    ZCTA5 21917","2,384"
"ZCTA5 21918",""
"    ZCTA5 21918","4,269"
"ZCTA5 21919",""
"    ZCTA5 21919","3,124"
"ZCTA5 21920",""
"    ZCTA5 21920","555"
"ZCTA5 21921",""
"    ZCTA5 21921","44,983"
"ZCTA5 21930",""
"    ZCTA5 21930","56"
"ZCTA5 22003",""
"    ZCTA5 22003","59,372"
"ZCTA5 22015",""
"    ZCTA5 22015","43,941"
"ZCTA5 22025",""
"    ZCTA5 22025","18,470"
"ZCTA5 22026",""
"    ZCTA5 22026","20,225"
"ZCTA5 22027",""
"    ZCTA5 22027","2,330"
"ZCTA5 22030",""
"    ZCTA5 22030","60,431"
"ZCTA5 22031",""
"    ZCTA5 22031","35,256"
"ZCTA5 22032",""
"    ZCTA5 22032","29,909"
"ZCTA5 22033",""
"    ZCTA5 22033","40,692"
"ZCTA5 22035",""
"    ZCTA5 22035","22"
"ZCTA5 22039",""
"    ZCTA5 22039","18,278"
"ZCTA5 22041",""
"    ZCTA5 22041","28,039"
"ZCTA5 22042",""
"    ZCTA5 22042","34,638"
"ZCTA5 22043",""
"    ZCTA5 22043","25,850"
"ZCTA5 22044",""
"    ZCTA5 22044","13,847"
"ZCTA5 22046",""
"    ZCTA5 22046","18,576"
"ZCTA5 22060",""
"    ZCTA5 22060","9,677"
"ZCTA5 22066",""
"    ZCTA5 22066","18,165"
"ZCTA5 22079",""
"    ZCTA5 22079","35,225"
"ZCTA5 22101",""
"    ZCTA5 22101","31,414"
"ZCTA5 22102",""
"    ZCTA5 22102","27,743"
"ZCTA5 22124",""
"    ZCTA5 22124","18,488"
"ZCTA5 22125",""
"    ZCTA5 22125","917"
"ZCTA5 22134",""
"    ZCTA5 22134","7,357"
"ZCTA5 22150",""
"    ZCTA5 22150","27,955"
"ZCTA5 22151",""
"    ZCTA5 22151","18,026"
"ZCTA5 22152",""
"    ZCTA5 22152","29,843"
"ZCTA5 22153",""
"    ZCTA5 22153","32,697"
"ZCTA5 22172",""
"    ZCTA5 22172","10,679"
"ZCTA5 22180",""
"    ZCTA5 22180","26,666"
"ZCTA5 22181",""
"    ZCTA5 22181","15,555"
"ZCTA5 22182",""
"    ZCTA5 22182","27,778"
"ZCTA5 22191",""
"    ZCTA5 22191","74,189"
"ZCTA5 22192",""
"    ZCTA5 22192","60,299"
"ZCTA5 22193",""
"    ZCTA5 22193","83,064"
"ZCTA5 22201",""
"    ZCTA5 22201","39,331"
"ZCTA5 22202",""
"    ZCTA5 22202","28,472"
"ZCTA5 22203",""
"    ZCTA5 22203","25,437"
"ZCTA5 22204",""
"    ZCTA5 22204","52,761"
"ZCTA5 22205",""
"    ZCTA5 22205","18,594"
"ZCTA5 22206",""
"    ZCTA5 22206","21,645"
"ZCTA5 22207",""
"    ZCTA5 22207","33,734"
"ZCTA5 22209",""
"    ZCTA5 22209","14,859"
"ZCTA5 22211",""
"    ZCTA5 22211","924"
"ZCTA5 22213",""
"    ZCTA5 22213","3,600"
"ZCTA5 22214",""
"    ZCTA5 22214","0"
"ZCTA5 22301",""
"    ZCTA5 22301","14,356"
"ZCTA5 22302",""
"    ZCTA5 22302","17,972"
"ZCTA5 22303",""
"    ZCTA5 22303","16,109"
"ZCTA5 22304",""
"    ZCTA5 22304","49,237"
"ZCTA5 22305",""
"    ZCTA5 22305","17,849"
"ZCTA5 22306",""
"    ZCTA5 22306","33,330"
"ZCTA5 22307",""
"    ZCTA5 22307","10,271"
"ZCTA5 22308",""
"    ZCTA5 22308","13,935"
"ZCTA5 22309",""
"    ZCTA5 22309","33,773"
"ZCTA5 22310",""
"    ZCTA5 22310","29,611"
"ZCTA5 22311",""
"    ZCTA5 22311","19,934"
"ZCTA5 22312",""
"    ZCTA5 22312","30,447"
"ZCTA5 22314",""
"    ZCTA5 22314","35,784"
"ZCTA5 22315",""
"    ZCTA5 22315","28,184"
"ZCTA5 22401",""
"    ZCTA5 22401","27,799"
"ZCTA5 22405",""
"    ZCTA5 22405","34,430"
"ZCTA5 22406",""
"    ZCTA5 22406","27,129"
"ZCTA5 22407",""
"    ZCTA5 22407","62,668"
"ZCTA5 22408",""
"    ZCTA5 22408","32,043"
"ZCTA5 22427",""
"    ZCTA5 22427","3,379"
"ZCTA5 22432",""
"    ZCTA5 22432","351"
"ZCTA5 22433",""
"    ZCTA5 22433","192"
"ZCTA5 22435",""
"    ZCTA5 22435","2,124"
"ZCTA5 22436",""
"    ZCTA5 22436","618"
"ZCTA5 22437",""
"    ZCTA5 22437","694"
"ZCTA5 22438",""
"    ZCTA5 22438","426"
"ZCTA5 22443",""
"    ZCTA5 22443","9,151"
"ZCTA5 22448",""
"    ZCTA5 22448","724"
"ZCTA5 22454",""
"    ZCTA5 22454","1,994"
"ZCTA5 22460",""
"    ZCTA5 22460","1,817"
"ZCTA5 22469",""
"    ZCTA5 22469","1,722"
"ZCTA5 22472",""
"    ZCTA5 22472","1,023"
"ZCTA5 22473",""
"    ZCTA5 22473","5,409"
"ZCTA5 22476",""
"    ZCTA5 22476","333"
"ZCTA5 22480",""
"    ZCTA5 22480","850"
"ZCTA5 22482",""
"    ZCTA5 22482","2,794"
"ZCTA5 22485",""
"    ZCTA5 22485","26,025"
"ZCTA5 22488",""
"    ZCTA5 22488","1,211"
"ZCTA5 22503",""
"    ZCTA5 22503","3,997"
"ZCTA5 22504",""
"    ZCTA5 22504","251"
"ZCTA5 22508",""
"    ZCTA5 22508","14,748"
"ZCTA5 22509",""
"    ZCTA5 22509","74"
"ZCTA5 22511",""
"    ZCTA5 22511","1,143"
"ZCTA5 22514",""
"    ZCTA5 22514","2,605"
"ZCTA5 22520",""
"    ZCTA5 22520","5,659"
"ZCTA5 22529",""
"    ZCTA5 22529","276"
"ZCTA5 22534",""
"    ZCTA5 22534","3,102"
"ZCTA5 22535",""
"    ZCTA5 22535","667"
"ZCTA5 22538",""
"    ZCTA5 22538","255"
"ZCTA5 22539",""
"    ZCTA5 22539","2,113"
"ZCTA5 22542",""
"    ZCTA5 22542","2,048"
"ZCTA5 22546",""
"    ZCTA5 22546","17,757"
"ZCTA5 22548",""
"    ZCTA5 22548","88"
"ZCTA5 22551",""
"    ZCTA5 22551","21,236"
"ZCTA5 22553",""
"    ZCTA5 22553","16,476"
"ZCTA5 22554",""
"    ZCTA5 22554","64,354"
"ZCTA5 22556",""
"    ZCTA5 22556","29,688"
"ZCTA5 22560",""
"    ZCTA5 22560","6,465"
"ZCTA5 22567",""
"    ZCTA5 22567","2,949"
"ZCTA5 22572",""
"    ZCTA5 22572","6,283"
"ZCTA5 22576",""
"    ZCTA5 22576","1,672"
"ZCTA5 22578",""
"    ZCTA5 22578","2,449"
"ZCTA5 22580",""
"    ZCTA5 22580","5,293"
"ZCTA5 22601",""
"    ZCTA5 22601","29,720"
"ZCTA5 22602",""
"    ZCTA5 22602","30,865"
"ZCTA5 22603",""
"    ZCTA5 22603","16,298"
"ZCTA5 22610",""
"    ZCTA5 22610","2,125"
"ZCTA5 22611",""
"    ZCTA5 22611","9,176"
"ZCTA5 22620",""
"    ZCTA5 22620","2,595"
"ZCTA5 22623",""
"    ZCTA5 22623","660"
"ZCTA5 22624",""
"    ZCTA5 22624","2,595"
"ZCTA5 22625",""
"    ZCTA5 22625","3,784"
"ZCTA5 22627",""
"    ZCTA5 22627","668"
"ZCTA5 22630",""
"    ZCTA5 22630","33,829"
"ZCTA5 22637",""
"    ZCTA5 22637","2,122"
"ZCTA5 22639",""
"    ZCTA5 22639","664"
"ZCTA5 22640",""
"    ZCTA5 22640","498"
"ZCTA5 22641",""
"    ZCTA5 22641","299"
"ZCTA5 22642",""
"    ZCTA5 22642","4,701"
"ZCTA5 22643",""
"    ZCTA5 22643","362"
"ZCTA5 22644",""
"    ZCTA5 22644","2,381"
